"Ticket","File","Title"
"NRedberry-42sq3","D:\GitHub\NRedberry\NRedberry.Core.Tests\Utils\IndicatorTests.cs","tests: migrate SHU001 assertions in NRedberry.Core.Tests/Utils/IndicatorTests.cs"
"NRedberry-m9b0r","D:\GitHub\NRedberry\NRedberry.Core.Tests\Utils\InfiniteLoopIterableTests.cs","tests: migrate SHU001 assertions in NRedberry.Core.Tests/Utils/InfiniteLoopIterableTests.cs"
"NRedberry-cp3pc","D:\GitHub\NRedberry\NRedberry.Core.Tests\Utils\InfiniteLoopIteratorTests.cs","tests: migrate SHU001 assertions in NRedberry.Core.Tests/Utils/InfiniteLoopIteratorTests.cs"
"NRedberry-ybim4","D:\GitHub\NRedberry\NRedberry.Core.Tests\Utils\IntArrayListTests.cs","tests: migrate SHU001 assertions in NRedberry.Core.Tests/Utils/IntArrayListTests.cs"
"NRedberry-axp5w","D:\GitHub\NRedberry\NRedberry.Core.Tests\Utils\IntArrayTests.cs","tests: migrate SHU001 assertions in NRedberry.Core.Tests/Utils/IntArrayTests.cs"
"NRedberry-raf04","D:\GitHub\NRedberry\NRedberry.Core.Tests\Utils\IntComparatorTests.cs","tests: migrate SHU001 assertions in NRedberry.Core.Tests/Utils/IntComparatorTests.cs"
"NRedberry-jxz3x","D:\GitHub\NRedberry\NRedberry.Core.Tests\Utils\IntTimSortTest.cs","tests: migrate SHU001 assertions in NRedberry.Core.Tests/Utils/IntTimSortTest.cs"
"NRedberry-ccrk2","D:\GitHub\NRedberry\NRedberry.Core.Tests\Utils\IteratorWithProgressTests.cs","tests: migrate SHU001 assertions in NRedberry.Core.Tests/Utils/IteratorWithProgressTests.cs"
"NRedberry-9eku1","D:\GitHub\NRedberry\NRedberry.Core.Tests\Utils\IToStringConverterTests.cs","tests: migrate SHU001 assertions in NRedberry.Core.Tests/Utils/IToStringConverterTests.cs"
"NRedberry-8gvcf","D:\GitHub\NRedberry\NRedberry.Core.Tests\Utils\ListExtensionsTests.cs","tests: migrate SHU001 assertions in NRedberry.Core.Tests/Utils/ListExtensionsTests.cs"
"NRedberry-z7v2o","D:\GitHub\NRedberry\NRedberry.Core.Tests\Utils\LocalSymbolsProviderTests.cs","tests: migrate SHU001 assertions in NRedberry.Core.Tests/Utils/LocalSymbolsProviderTests.cs"
"NRedberry-lx28a","D:\GitHub\NRedberry\NRedberry.Core.Tests\Utils\MathUtilsTests.cs","tests: migrate SHU001 assertions in NRedberry.Core.Tests/Utils/MathUtilsTests.cs"
"NRedberry-dzcr2","D:\GitHub\NRedberry\NRedberry.Core.Tests\Utils\MatrixUtilsTests.cs","tests: migrate SHU001 assertions in NRedberry.Core.Tests/Utils/MatrixUtilsTests.cs"
"NRedberry-f17jm","D:\GitHub\NRedberry\NRedberry.Core.Tests\Utils\ProgressReporterTest.cs","tests: migrate SHU001 assertions in NRedberry.Core.Tests/Utils/ProgressReporterTest.cs"
"NRedberry-tqwlu","D:\GitHub\NRedberry\NRedberry.Core.Tests\Utils\SingleIteratorTests.cs","tests: migrate SHU001 assertions in NRedberry.Core.Tests/Utils/SingleIteratorTests.cs"
"NRedberry-zg4tu","D:\GitHub\NRedberry\NRedberry.Core.Tests\Utils\SoftReferenceWrapperTests.cs","tests: migrate SHU001 assertions in NRedberry.Core.Tests/Utils/SoftReferenceWrapperTests.cs"
"NRedberry-xwnal","D:\GitHub\NRedberry\NRedberry.Core.Tests\Utils\Stretces\IntObjectProviderTests.cs","tests: migrate SHU001 assertions in NRedberry.Core.Tests/Utils/Stretces/IntObjectProviderTests.cs"
"NRedberry-9qfcv","D:\GitHub\NRedberry\NRedberry.Core.Tests\Utils\Stretces\PrecalculatedStretchesTests.cs","tests: migrate SHU001 assertions in NRedberry.Core.Tests/Utils/Stretces/PrecalculatedStretchesTests.cs"
"NRedberry-tsn3f","D:\GitHub\NRedberry\NRedberry.Core.Tests\Utils\Stretces\StretchIteratorITests.cs","tests: migrate SHU001 assertions in NRedberry.Core.Tests/Utils/Stretces/StretchIteratorITests.cs"
"NRedberry-kfi6v","D:\GitHub\NRedberry\NRedberry.Core.Tests\Utils\Stretces\StretchIteratorSTests.cs","tests: migrate SHU001 assertions in NRedberry.Core.Tests/Utils/Stretces/StretchIteratorSTests.cs"
"NRedberry-c0b90","D:\GitHub\NRedberry\NRedberry.Core.Tests\Utils\Stretces\StretchIteratorTests.cs","tests: migrate SHU001 assertions in NRedberry.Core.Tests/Utils/Stretces/StretchIteratorTests.cs"
"NRedberry-1fgjc","D:\GitHub\NRedberry\NRedberry.Core.Tests\Utils\Stretces\StretchTests.cs","tests: migrate SHU001 assertions in NRedberry.Core.Tests/Utils/Stretces/StretchTests.cs"
"NRedberry-q42fo","D:\GitHub\NRedberry\NRedberry.Core.Tests\Utils\TensorHashCalculatorTests.cs","tests: migrate SHU001 assertions in NRedberry.Core.Tests/Utils/TensorHashCalculatorTests.cs"
"NRedberry-rws7z","D:\GitHub\NRedberry\NRedberry.Core.Tests\Utils\TensorWrapperWithEqualsTests.cs","tests: migrate SHU001 assertions in NRedberry.Core.Tests/Utils/TensorWrapperWithEqualsTests.cs"
"NRedberry-f28zt","D:\GitHub\NRedberry\NRedberry.Core.Tests\Utils\THashMapTests.cs","tests: migrate SHU001 assertions in NRedberry.Core.Tests/Utils/THashMapTests.cs"
"NRedberry-nuxzr","D:\GitHub\NRedberry\NRedberry.Core.Tests\Utils\THashSetTest.cs","tests: migrate SHU001 assertions in NRedberry.Core.Tests/Utils/THashSetTest.cs"
"NRedberry-16wws","D:\GitHub\NRedberry\NRedberry.Core.Tests\Utils\TimingStatisticsTests.cs","tests: migrate SHU001 assertions in NRedberry.Core.Tests/Utils/TimingStatisticsTests.cs"
"NRedberry-ch7pf","D:\GitHub\NRedberry\NRedberry.Core.Tests\Utils\TimingTests.cs","tests: migrate SHU001 assertions in NRedberry.Core.Tests/Utils/TimingTests.cs"
"NRedberry-51aoz","D:\GitHub\NRedberry\NRedberry.Groovy.Tests\DSLTransformationInstTests.cs","tests: migrate SHU001 assertions in NRedberry.Groovy.Tests/DSLTransformationInstTests.cs"
"NRedberry-vmj9i","D:\GitHub\NRedberry\NRedberry.Groovy.Tests\DSLTransformationTests.cs","tests: migrate SHU001 assertions in NRedberry.Groovy.Tests/DSLTransformationTests.cs"
"NRedberry-lwb04","D:\GitHub\NRedberry\NRedberry.Groovy.Tests\GroovyGlobalRunListenerTests.cs","tests: migrate SHU001 assertions in NRedberry.Groovy.Tests/GroovyGlobalRunListenerTests.cs"
"NRedberry-09gb7","D:\GitHub\NRedberry\NRedberry.Groovy.Tests\MatrixDescriptorTests.cs","tests: migrate SHU001 assertions in NRedberry.Groovy.Tests/MatrixDescriptorTests.cs"
"NRedberry-fmbi3","D:\GitHub\NRedberry\NRedberry.JAS.Tests\AlgebraicNotInvertibleExceptionTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/AlgebraicNotInvertibleExceptionTests.cs"
"NRedberry-8zs73","D:\GitHub\NRedberry\NRedberry.JAS.Tests\AlgebraicNumberRingTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/AlgebraicNumberRingTests.cs"
"NRedberry-tgdfb","D:\GitHub\NRedberry\NRedberry.JAS.Tests\AlgebraicNumberTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/AlgebraicNumberTests.cs"
"NRedberry-1i6zc","D:\GitHub\NRedberry\NRedberry.JAS.Tests\BasicLinAlgTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/BasicLinAlgTests.cs"
"NRedberry-ev3ea","D:\GitHub\NRedberry\NRedberry.JAS.Tests\BigComplexTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/BigComplexTests.cs"
"NRedberry-afwak","D:\GitHub\NRedberry\NRedberry.JAS.Tests\BigIntegerTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/BigIntegerTests.cs"
"NRedberry-1ap0u","D:\GitHub\NRedberry\NRedberry.JAS.Tests\BigRationalTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/BigRationalTests.cs"
"NRedberry-3iqqn","D:\GitHub\NRedberry\NRedberry.JAS.Tests\BinaryFunctorTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/BinaryFunctorTests.cs"
"NRedberry-9c06v","D:\GitHub\NRedberry\NRedberry.JAS.Tests\CartesianProductInfiniteTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/CartesianProductInfiniteTests.cs"
"NRedberry-hcjsj","D:\GitHub\NRedberry\NRedberry.JAS.Tests\CartesianProductTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/CartesianProductTests.cs"
"NRedberry-xexrt","D:\GitHub\NRedberry\NRedberry.JAS.Tests\CoefficientsTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/CoefficientsTests.cs"
"NRedberry-1gr2u","D:\GitHub\NRedberry\NRedberry.JAS.Tests\CombinatoricTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/CombinatoricTests.cs"
"NRedberry-dctv3","D:\GitHub\NRedberry\NRedberry.JAS.Tests\ComplexRingTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/ComplexRingTests.cs"
"NRedberry-i63bg","D:\GitHub\NRedberry\NRedberry.JAS.Tests\ComplexTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/ComplexTests.cs"
"NRedberry-pkehs","D:\GitHub\NRedberry\NRedberry.JAS.Tests\ExpVectorByteTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/ExpVectorByteTests.cs"
"NRedberry-l7ba1","D:\GitHub\NRedberry\NRedberry.JAS.Tests\ExpVectorIntegerTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/ExpVectorIntegerTests.cs"
"NRedberry-j89w4","D:\GitHub\NRedberry\NRedberry.JAS.Tests\ExpVectorLongTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/ExpVectorLongTests.cs"
"NRedberry-jqwvg","D:\GitHub\NRedberry\NRedberry.JAS.Tests\ExpVectorPairTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/ExpVectorPairTests.cs"
"NRedberry-6zbhz","D:\GitHub\NRedberry\NRedberry.JAS.Tests\ExpVectorShortTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/ExpVectorShortTests.cs"
"NRedberry-tdv6a","D:\GitHub\NRedberry\NRedberry.JAS.Tests\ExpVectorTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/ExpVectorTests.cs"
"NRedberry-r2q6n","D:\GitHub\NRedberry\NRedberry.JAS.Tests\FactorAbsoluteTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/FactorAbsoluteTests.cs"
"NRedberry-jyln2","D:\GitHub\NRedberry\NRedberry.JAS.Tests\FactorAbstractTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/FactorAbstractTests.cs"
"NRedberry-4gm4o","D:\GitHub\NRedberry\NRedberry.JAS.Tests\FactorAlgebraicTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/FactorAlgebraicTests.cs"
"NRedberry-c2jcc","D:\GitHub\NRedberry\NRedberry.JAS.Tests\FactorComplexTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/FactorComplexTests.cs"
"NRedberry-1wo1l","D:\GitHub\NRedberry\NRedberry.JAS.Tests\FactorFactoryTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/FactorFactoryTests.cs"
"NRedberry-6757g","D:\GitHub\NRedberry\NRedberry.JAS.Tests\FactorIntegerTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/FactorIntegerTests.cs"
"NRedberry-burgg","D:\GitHub\NRedberry\NRedberry.JAS.Tests\FactorizationTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/FactorizationTests.cs"
"NRedberry-xwxm7","D:\GitHub\NRedberry\NRedberry.JAS.Tests\FactorModularTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/FactorModularTests.cs"
"NRedberry-sakxg","D:\GitHub\NRedberry\NRedberry.JAS.Tests\FactorQuotientTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/FactorQuotientTests.cs"
"NRedberry-jiox6","D:\GitHub\NRedberry\NRedberry.JAS.Tests\FactorRationalTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/FactorRationalTests.cs"
"NRedberry-df220","D:\GitHub\NRedberry\NRedberry.JAS.Tests\FactorsTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/FactorsTests.cs"
"NRedberry-feshd","D:\GitHub\NRedberry\NRedberry.JAS.Tests\GCDFactoryTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/GCDFactoryTests.cs"
"NRedberry-31bzf","D:\GitHub\NRedberry\NRedberry.JAS.Tests\GenPolynomialRingTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/GenPolynomialRingTests.cs"
"NRedberry-t59ro","D:\GitHub\NRedberry\NRedberry.JAS.Tests\GenPolynomialTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/GenPolynomialTests.cs"
"NRedberry-skutx","D:\GitHub\NRedberry\NRedberry.JAS.Tests\GenSolvablePolynomialRingTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/GenSolvablePolynomialRingTests.cs"
"NRedberry-svnjr","D:\GitHub\NRedberry\NRedberry.JAS.Tests\GenSolvablePolynomialTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/GenSolvablePolynomialTests.cs"
"NRedberry-vetnu","D:\GitHub\NRedberry\NRedberry.JAS.Tests\GreatestCommonDivisorAbstractTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/GreatestCommonDivisorAbstractTests.cs"
"NRedberry-p4hcy","D:\GitHub\NRedberry\NRedberry.JAS.Tests\GreatestCommonDivisorModEvalTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/GreatestCommonDivisorModEvalTests.cs"
"NRedberry-lruvn","D:\GitHub\NRedberry\NRedberry.JAS.Tests\GreatestCommonDivisorModularTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/GreatestCommonDivisorModularTests.cs"
"NRedberry-v0lgy","D:\GitHub\NRedberry\NRedberry.JAS.Tests\GreatestCommonDivisorPrimitiveTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/GreatestCommonDivisorPrimitiveTests.cs"
"NRedberry-knq62","D:\GitHub\NRedberry\NRedberry.JAS.Tests\GreatestCommonDivisorSimpleTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/GreatestCommonDivisorSimpleTests.cs"
"NRedberry-tt2dl","D:\GitHub\NRedberry\NRedberry.JAS.Tests\GreatestCommonDivisorSubresTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/GreatestCommonDivisorSubresTests.cs"
"NRedberry-ab341","D:\GitHub\NRedberry\NRedberry.JAS.Tests\GreatestCommonDivisorTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/GreatestCommonDivisorTests.cs"
"NRedberry-362bd","D:\GitHub\NRedberry\NRedberry.JAS.Tests\GroebnerBaseTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/GroebnerBaseTests.cs"
"NRedberry-ptz34","D:\GitHub\NRedberry\NRedberry.JAS.Tests\HenselApproxTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/HenselApproxTests.cs"
"NRedberry-58jwx","D:\GitHub\NRedberry\NRedberry.JAS.Tests\HenselMultUtilTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/HenselMultUtilTests.cs"
"NRedberry-0rcfe","D:\GitHub\NRedberry\NRedberry.JAS.Tests\HenselUtilTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/HenselUtilTests.cs"
"NRedberry-1y253","D:\GitHub\NRedberry\NRedberry.JAS.Tests\KsubSetTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/KsubSetTests.cs"
"NRedberry-8jhsx","D:\GitHub\NRedberry\NRedberry.JAS.Tests\ListUtilTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/ListUtilTests.cs"
"NRedberry-bjqkz","D:\GitHub\NRedberry\NRedberry.JAS.Tests\LongIterableTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/LongIterableTests.cs"
"NRedberry-a4qvh","D:\GitHub\NRedberry\NRedberry.JAS.Tests\ModIntegerRingTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/ModIntegerRingTests.cs"
"NRedberry-anr1p","D:\GitHub\NRedberry\NRedberry.JAS.Tests\ModIntegerTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/ModIntegerTests.cs"
"NRedberry-fd60b","D:\GitHub\NRedberry\NRedberry.JAS.Tests\ModLongRingTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/ModLongRingTests.cs"
"NRedberry-oh3u1","D:\GitHub\NRedberry\NRedberry.JAS.Tests\ModLongTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/ModLongTests.cs"
"NRedberry-z5ymg","D:\GitHub\NRedberry\NRedberry.JAS.Tests\ModularContractsTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/ModularContractsTests.cs"
"NRedberry-7cxsc","D:\GitHub\NRedberry\NRedberry.JAS.Tests\ModularNotInvertibleExceptionTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/ModularNotInvertibleExceptionTests.cs"
"NRedberry-88yzm","D:\GitHub\NRedberry\NRedberry.JAS.Tests\MonomialTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/MonomialTests.cs"
"NRedberry-0ppz3","D:\GitHub\NRedberry\NRedberry.JAS.Tests\NoLiftingExceptionTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/NoLiftingExceptionTests.cs"
"NRedberry-wmoc8","D:\GitHub\NRedberry\NRedberry.JAS.Tests\NotInvertibleExceptionTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/NotInvertibleExceptionTests.cs"
"NRedberry-3u7o7","D:\GitHub\NRedberry\NRedberry.JAS.Tests\OptimizedPolynomialListTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/OptimizedPolynomialListTests.cs"
"NRedberry-vgcu1","D:\GitHub\NRedberry\NRedberry.JAS.Tests\OrderedPolynomialListTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/OrderedPolynomialListTests.cs"
"NRedberry-8j0h1","D:\GitHub\NRedberry\NRedberry.JAS.Tests\PolyIteratorTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/PolyIteratorTests.cs"
"NRedberry-qgeft","D:\GitHub\NRedberry\NRedberry.JAS.Tests\PolynomialComparatorTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/PolynomialComparatorTests.cs"
"NRedberry-4eg3u","D:\GitHub\NRedberry\NRedberry.JAS.Tests\PolynomialListTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/PolynomialListTests.cs"
"NRedberry-0c9bk","D:\GitHub\NRedberry\NRedberry.JAS.Tests\PolynomialTaylorFunctionTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/PolynomialTaylorFunctionTests.cs"
"NRedberry-o9wcx","D:\GitHub\NRedberry\NRedberry.JAS.Tests\PolyUfdUtilTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/PolyUfdUtilTests.cs"
"NRedberry-s64jq","D:\GitHub\NRedberry\NRedberry.JAS.Tests\PolyUtilTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/PolyUtilTests.cs"
"NRedberry-3214l","D:\GitHub\NRedberry\NRedberry.JAS.Tests\PowerTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/PowerTests.cs"
"NRedberry-uac2o","D:\GitHub\NRedberry\NRedberry.JAS.Tests\PrimeListTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/PrimeListTests.cs"
"NRedberry-wmp0t","D:\GitHub\NRedberry\NRedberry.JAS.Tests\QuotientRingTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/QuotientRingTests.cs"
"NRedberry-1l9qg","D:\GitHub\NRedberry\NRedberry.JAS.Tests\QuotientTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/QuotientTests.cs"
"NRedberry-hsr4y","D:\GitHub\NRedberry\NRedberry.JAS.Tests\ReductionAbstractTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/ReductionAbstractTests.cs"
"NRedberry-skpn8","D:\GitHub\NRedberry\NRedberry.JAS.Tests\ReductionSeqTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/ReductionSeqTests.cs"
"NRedberry-r8em3","D:\GitHub\NRedberry\NRedberry.JAS.Tests\ReductionTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/ReductionTests.cs"
"NRedberry-uulme","D:\GitHub\NRedberry\NRedberry.JAS.Tests\RelationTableTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/RelationTableTests.cs"
"NRedberry-ka4ki","D:\GitHub\NRedberry\NRedberry.JAS.Tests\SquarefreeAbstractTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/SquarefreeAbstractTests.cs"
"NRedberry-xjsb0","D:\GitHub\NRedberry\NRedberry.JAS.Tests\SquarefreeFactoryTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/SquarefreeFactoryTests.cs"
"NRedberry-70a2t","D:\GitHub\NRedberry\NRedberry.JAS.Tests\SquarefreeFieldChar0Tests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/SquarefreeFieldChar0Tests.cs"
"NRedberry-iu3zd","D:\GitHub\NRedberry\NRedberry.JAS.Tests\SquarefreeFieldCharPTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/SquarefreeFieldCharPTests.cs"
"NRedberry-heepf","D:\GitHub\NRedberry\NRedberry.JAS.Tests\SquarefreeFiniteFieldCharPTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/SquarefreeFiniteFieldCharPTests.cs"
"NRedberry-jq5kv","D:\GitHub\NRedberry\NRedberry.JAS.Tests\SquarefreeInfiniteAlgebraicFieldCharPTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/SquarefreeInfiniteAlgebraicFieldCharPTests.cs"
"NRedberry-s951o","D:\GitHub\NRedberry\NRedberry.JAS.Tests\SquarefreeInfiniteFieldCharPTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/SquarefreeInfiniteFieldCharPTests.cs"
"NRedberry-khbnb","D:\GitHub\NRedberry\NRedberry.JAS.Tests\SquarefreeRingChar0Tests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/SquarefreeRingChar0Tests.cs"
"NRedberry-dc1zj","D:\GitHub\NRedberry\NRedberry.JAS.Tests\SquarefreeTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/SquarefreeTests.cs"
"NRedberry-48cc0","D:\GitHub\NRedberry\NRedberry.JAS.Tests\StructureContractsTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/StructureContractsTests.cs"
"NRedberry-fixv1","D:\GitHub\NRedberry\NRedberry.JAS.Tests\TaylorFunctionTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/TaylorFunctionTests.cs"
"NRedberry-pet46","D:\GitHub\NRedberry\NRedberry.JAS.Tests\TermOrderOptimizationTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/TermOrderOptimizationTests.cs"
"NRedberry-4wo1r","D:\GitHub\NRedberry\NRedberry.JAS.Tests\TermOrderTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/TermOrderTests.cs"
"NRedberry-8hqux","D:\GitHub\NRedberry\NRedberry.JAS.Tests\UnaryFunctorTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/UnaryFunctorTests.cs"
"NRedberry-zmnap","D:\GitHub\NRedberry\NRedberry.JAS.Tests\UnivPowerSeriesRingTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/UnivPowerSeriesRingTests.cs"
"NRedberry-btgvh","D:\GitHub\NRedberry\NRedberry.JAS.Tests\UnivPowerSeriesTests.cs","tests: migrate SHU001 assertions in NRedberry.JAS.Tests/UnivPowerSeriesTests.cs"
